date,time,temperature,humid,wind,direction
18-07-15,06:55,12.9,86,14.7,"280
"
18-07-15,07:00,12.9,86,20.5,"285
"
18-07-15,07:05,12.9,86,17.5,"285
"
18-07-15,07:10,12.9,86,15.3,"290
"
18-07-15,07:15,12.9,86,16.4,"290
"
18-07-15,07:20,12.9,86,20.1,"285
"
18-07-15,07:24,12.9,86,20.9,"290
"
18-07-15,07:30,12.9,86,14.9,"270
"
18-07-15,07:35,12.9,86,15.1,"285
"
18-07-15,07:40,12.8,86,14.7,"290
"
18-07-15,07:45,12.8,87,13.9,"295
"
18-07-15,07:50,12.8,87,19.5,"285
"
18-07-15,07:55,12.9,87,12.5,"265
"
18-07-15,08:00,12.9,86,17.8,"285
"
18-07-15,08:05,12.9,86,14.0,"285
"
18-07-15,08:10,12.9,86,13.3,"275
"
18-07-15,08:15,13,86,17.7,"285
"
18-07-15,08:19,13.1,86,20.5,"285
"
18-07-15,08:25,13.1,86,14.7,"295
"
18-07-15,08:30,13.2,85,19.2,"285
"
18-07-15,08:35,13.2,85,13.8,"265
"
18-07-15,08:40,13.2,85,12.5,"295
"
18-07-15,08:45,13.3,85,12.1,"280
"
18-07-15,08:50,13.2,85,15.6,"300
"
18-07-15,08:55,13.2,85,11.8,"295
"
18-07-15,09:00,13.2,85,10.0,"285
"
18-07-15,09:05,13.3,85,8.8,"280
"
18-07-15,09:10,13.4,85,14.4,"290
"
18-07-15,09:19,13.5,85,13.0,"295
"
18-07-15,09:25,13.5,85,9.6,"290
"
18-07-15,09:30,13.7,85,13.4,"285
"
18-07-15,09:35,13.9,84,20.1,"285
"
18-07-15,09:40,13.8,84,19.4,"290
"
18-07-15,09:45,14.1,84,16.9,"295
"
18-07-15,09:50,14.2,84,16.5,"285
"
18-07-15,09:55,14.7,82,20.5,"295
"
18-07-15,10:00,14.8,82,17.3,"275
"
18-07-15,10:05,14.9,81,17.8,"285
"
18-07-15,10:10,15.2,80,23.1,"285
"
18-07-15,10:15,15.4,80,17.0,"285
"
18-07-15,10:20,15.4,80,14.9,"270
"
18-07-15,10:24,15.4,80,15.3,"275
"
18-07-15,10:29,15.3,79,18.2,"280
"
18-07-15,10:30,15.3,79,18.2,"280
"
18-07-15,10:35,15.3,79,22.6,"270
"
18-07-15,10:40,15.3,79,18.3,"260
"
18-07-15,10:45,16,77,17.5,"275
"
18-07-15,10:50,16,77,20.3,"280
"
18-07-15,10:55,15.9,77,20.8,"285
"
18-07-15,11:00,15.6,78,17.7,"285
"
18-07-15,11:05,15.6,78,13.8,"285
"
18-07-15,11:10,15.8,78,16.6,"280
"
18-07-15,11:15,16.1,77,14.0,"295
"
18-07-15,11:19,16.4,76,12.3,"300
"
18-07-15,11:24,16.3,76,18.8,"285
"
18-07-15,11:30,16.4,76,9.5,"280
"
18-07-15,11:35,16.3,76,14.8,"285
"
18-07-15,11:45,16.6,74,19.4,"265
"
18-07-15,11:50,17.3,73,31.3,"280
"
18-07-15,11:55,17.4,70,28.3,"285
"
18-07-15,12:00,17.3,71,25.1,"270
"
18-07-15,12:05,17.3,71,27.9,"285
"
18-07-15,12:10,17.4,71,29.1,"275
"
18-07-15,12:19,17,72,28.1,"275
"
18-07-15,12:24,17,72,27.3,"280
"
18-07-15,12:30,17.3,72,24.2,"285
"
18-07-15,12:35,17.3,71,31.6,"270
"
18-07-15,12:40,17.3,71,29.0,"280
"
18-07-15,12:45,17.2,71,29.2,"290
"
18-07-15,12:50,17.2,72,25.5,"280
"
18-07-15,12:55,17.2,72,33.1,"275
"
18-07-15,13:05,17,72,27.0,"290
"
18-07-15,13:15,17,72,23.5,"285
"
18-07-15,13:20,17,71,32.2,"285
"
18-07-15,13:25,17,72,23.5,"255
"
18-07-15,13:30,17,72,21.6,"285
"
18-07-15,13:35,17,72,18.8,"290
"
18-07-15,13:40,17,72,14.8,"260
"
18-07-15,13:45,17,71,21.4,"260
"
18-07-15,13:50,17,72,11.4,"235
"
18-07-15,13:55,17,72,4.7,"270
"
18-07-15,13:59,17,72,22.2,"235
"
18-07-15,14:35,17.2,70,35.2,"230
"
18-07-15,14:40,17.2,69,18.8,"250
"
18-07-15,14:45,17.2,69,22.1,"250
"
18-07-15,14:50,17.2,70,22.1,"250
"
18-07-15,14:55,17.2,70,28.1,"235
"
18-07-15,15:05,17,70,23.4,"220
"
18-07-15,15:10,17,70,21.8,"215
"
18-07-15,15:15,17,70,19.1,"210
"
18-07-15,15:20,17,70,24.4,"180
"
18-07-15,15:25,17,70,23.9,"220
"
18-07-15,15:30,17,70,24.3,"230
"
18-07-15,15:35,17,70,22.8,"200
"
18-07-15,15:39,16.9,70,19.2,"210
"
18-07-15,15:45,16.9,70,21.1,"200
"
18-07-15,15:50,16.9,70,25.6,"160
"
18-07-15,15:55,16.9,70,22.5,"240
"
18-07-15,16:00,16.9,70,19.5,"210
"
18-07-15,16:05,16.9,70,27.7,"255
"
18-07-15,16:10,16.9,69,27.7,"255
"
18-07-15,16:15,16.9,69,23.1,"205
"
18-07-15,16:20,17,69,23.8,"195
"
18-07-15,16:30,17,68,23.3,"245
"
18-07-15,16:35,17,68,21.8,"250
"
18-07-15,16:40,17,69,17.7,"275
"
18-07-15,16:44,17,69,21.7,"245
"
18-07-15,16:50,17,69,26.6,"260
"
18-07-15,16:55,17,69,18.5,"275
"
18-07-15,17:00,17,69,20.8,"220
"
18-07-15,17:05,17,69,20.8,"220
"
18-07-15,17:10,16.9,70,23.9,"240
"
18-07-15,17:15,16.9,70,21.4,"155
"
18-07-15,17:20,16.8,70,17.7,"295
"
18-07-15,17:25,16.8,70,27.6,"255
"
18-07-15,17:30,16.8,70,14.6,"245
"
18-07-15,17:35,16.8,70,26.9,"240
"
18-07-15,17:40,16.8,69,24.8,"225
"
18-07-15,17:45,16.8,69,27.3,"220
"
18-07-15,17:50,16.8,69,18.1,"250
"
18-07-15,17:54,16.8,69,18.6,"250
"
18-07-15,18:00,16.8,69,27.4,"265
"
18-07-15,18:05,16.8,70,25.3,"250
"
18-07-15,18:10,16.7,70,28.1,"295
"
18-07-15,18:15,16.7,70,20.7,"270
"
18-07-15,18:20,16.6,70,17.9,"190
"
18-07-15,18:25,16.6,70,17.3,"225
"
18-07-15,18:30,16.5,71,13.1,"220
"
18-07-15,18:35,16.5,71,17.3,"170
"
18-07-15,18:40,16.5,71,16.9,"75
"
18-07-15,18:45,16.5,70,19.0,"80
"
18-07-15,18:50,16.5,70,13.0,"90
"
18-07-15,18:54,16.4,70,17.9,"115
"
18-07-15,19:00,16.4,70,15.1,"105
"
18-07-15,19:05,16.4,70,13.4,"80
"
18-07-15,19:10,16.4,70,23.1,"85
"
18-07-15,19:15,16.4,70,24.6,"55
"
18-07-15,19:20,16.5,70,17.5,"60
"
18-07-15,19:25,16.5,69,24.8,"115
"
18-07-15,19:30,16.5,69,18.6,"105
"
18-07-15,19:35,16.5,70,17.5,"125
"
18-07-15,19:40,16.4,70,8.6,"115
"
18-07-15,19:45,16.4,70,9.0,"70
"
18-07-15,19:50,16.3,70,9.0,"70
"
18-07-15,20:00,16.4,70,10.8,"115
"
18-07-15,20:04,16.6,68,21.8,"230
"
18-07-15,20:10,17,68,15.6,"225
"
18-07-15,20:15,17.1,67,26.4,"175
"
18-07-15,20:20,17.1,67,17.4,"280
"
18-07-15,20:35,17.3,66,24.3,"240
"
18-07-15,20:40,17.4,66,36.0,"230
"
18-07-15,20:45,17.4,65,32.6,"285
"
18-07-15,20:49,17.4,65,29.1,"290
"
18-07-15,20:54,17.4,65,27.3,"325
"
18-07-15,21:10,17.3,65,32.5,"270
"
18-07-15,21:15,17.4,64,27.3,"280
"
18-07-15,21:20,17.4,64,25.3,"260
"
18-07-15,21:25,17.5,64,25.1,"320
"
18-07-15,21:30,17.6,64,24.2,"300
"
18-07-15,21:35,17.5,64,20.7,"290
"
18-07-15,21:40,17.5,64,20.1,"295
"
18-07-15,21:45,17.6,64,20.1,"295
"
18-07-15,21:50,17.6,63,17.5,"285
"
18-07-15,21:55,17.6,64,27.6,"235
"
18-07-15,22:00,17.6,64,19.5,"270
"
18-07-15,22:04,17.4,64,12.6,"285
"
18-07-15,22:10,17.4,64,16.9,"240
"
18-07-15,22:15,17.4,64,16.1,"265
"
18-07-15,22:20,17,66,13.1,"220
"
18-07-15,22:25,16.9,67,13.1,"220
"
18-07-15,22:30,16.9,67,16.1,"215
"
18-07-15,22:35,17,67,15.6,"260
"
18-07-15,22:40,17,66,18.2,"275
"
18-07-15,22:45,17,66,19.2,"285
"
18-07-15,22:55,17.3,64,19.1,"260
"
18-07-15,23:00,17.4,64,26.4,"275
"
18-07-15,23:05,17.4,64,23.8,"245
"
18-07-15,23:05,17.4,64,23.8,"245
"
18-07-15,23:10,17.5,64,16.6,"235
"
18-07-15,23:15,17.4,65,18.6,"275
"
18-07-15,23:20,17.4,65,24.0,"220
"
18-07-15,23:30,17.3,64,19.5,"225
"
18-07-15,23:40,16.8,67,18.5,"180
"
18-07-15,23:45,16.5,67,14.3,"200
"
18-07-15,23:50,16.4,67,14.7,"200
"
18-07-15,23:55,16.5,67,24.2,"220
"
